Category,PurchaseAmount
Food,20426
Clothing,13009
Food,18105
Food,18514
Clothing,4602
Electronics,3503
Health,18328
Electronics,9652
Books,1938
Electronics,10778
Electronics,17678
Health,20365
Electronics,3417
Food,3868
Electronics,17416
Clothing,9695
Health,3449
Electronics,2783
Clothing,19199
Beauty,5830
Books,9555
Clothing,11016
Books,9833
Electronics,3651
Electronics,12037
Electronics,10334
Health,1461
Health,2795
Electronics,14111
Health,3603
Electronics,13326
Health,15977
Food,13302
Food,17030
Electronics,15754
Books,10594
Electronics,5794
Electronics,8607
Electronics,9956
Clothing,2911
Clothing,5826
Home,3662
Clothing,11015
Books,13888
Health,8880
Books,18275
Food,10026
Food,8086
Beauty,3351
Books,4524
Clothing,7757
Books,20621
Books,10143
Books,8034
Health,12367
Food,18618
Books,2161
Electronics,5433
Clothing,5743
Beauty,8387
Clothing,12062
Electronics,9523
Books,13739
Beauty,12253
Books,20275
Beauty,16868
Electronics,12615
Clothing,18254
Food,16862
Clothing,13838
Beauty,7562
Clothing,19321
Electronics,7279
Electronics,12176
Books,2312
Electronics,6509
Books,10170
Books,13863
Clothing,11703
Books,10527
Clothing,8422
Food,2129
Health,2338
Electronics,7680
Electronics,9162
Electronics,10869
Electronics,15323
Electronics,14796
Food,14954
Clothing,1869
Health,9685
Food,11482
Clothing,9221
Food,4642
Food,10742
Electronics,13032
Clothing,12256
Health,4472
Health,2957
Health,12573
Clothing,11800
Books,2077
Beauty,13828
Clothing,10851
Electronics,9636
Electronics,7667
Health,13271
Home,7692
Books,4453
Electronics,2764
Electronics,6774
Electronics,9933
Clothing,5161
Books,8036
Health,15860
Clothing,13144
Books,16854
Books,6078
Food,13255
Electronics,16689
Clothing,9682
Clothing,1825
Health,4868
Electronics,4083
Clothing,19255
Food,13414
Books,8450
Electronics,18724
Electronics,9022
Electronics,5305
Health,14619
Health,14078
Health,11991
Food,6191
Books,3695
Electronics,14293
Clothing,6585
Clothing,3551
Clothing,4858
Health,11665
Books,9889
Clothing,9730
Clothing,13130
Clothing,1990
Health,2316
Electronics,10832
Electronics,10205
Electronics,8804
Electronics,10364
Clothing,2685
Electronics,11947
Food,10279
Electronics,3362
Beauty,5382
Electronics,9066
Beauty,2805
Clothing,14893
Food,5558
Health,3348
Electronics,8635
Clothing,17196
Clothing,5968
Health,14027
Books,10804
Food,6243
Electronics,10922
Electronics,10361
Books,6872
Electronics,6086
Books,4210
Food,12572
Food,17089
Clothing,7225
Electronics,7880
Clothing,8483
Clothing,10589
Health,7157
Books,9989
Clothing,6043
Health,18841
Food,14806
Clothing,22636
Health,15390
Health,9363
Clothing,11798
Clothing,10784
Electronics,16395
Health,6847
Electronics,14311
Electronics,2395
Clothing,10236
Electronics,15921
Books,6298
Health,12832
Beauty,19961
Electronics,14239
Books,16666
Electronics,3618
Electronics,2769
Electronics,11068
Electronics,4185
Clothing,14391
Food,15165
Food,6570
Electronics,7470
Electronics,16663
Electronics,11679
Food,1644
Books,10689
Books,11547
Electronics,10796
Electronics,13673
Clothing,10329
Food,14332
Clothing,5024
Books,9544
Home,8797
Electronics,1438
Health,12239
Electronics,4688
Clothing,7051
Health,13229
Books,10779
Clothing,12566
Electronics,17944
Food,7884
Clothing,18171
Food,8590
Home,9160
Clothing,15540
Food,2579
Clothing,9246
Electronics,2720
Electronics,2618
Electronics,16410
Beauty,6084
Books,13497
Electronics,13249
Electronics,9296
Electronics,7662
Electronics,2061
Clothing,7271
Electronics,2323
Food,3843
Electronics,9402
Home,5321
Electronics,9195
Electronics,5249
Food,15872
Books,15115
Books,5577
Clothing,13853
Electronics,3937
Clothing,11145
Electronics,2379
Clothing,13735
Food,15518
Electronics,15353
Electronics,16041
Clothing,2634
Books,8294
Clothing,2193
Beauty,12903
Clothing,4863
Electronics,15781
Electronics,13862
Electronics,2863
Health,8850
Clothing,10375
Health,10298
Electronics,9625
Electronics,9157
Electronics,2712
Clothing,8501
Home,2259
Clothing,9392
Books,2890
Electronics,11028
Beauty,4693
Health,11176
Food,14919
Clothing,16622
Home,13867
Health,5451
Clothing,7593
Clothing,7760
Food,14366
Books,9003
Home,8041
Health,4620
Electronics,4661
Electronics,4305
Health,7088
Health,13120
Electronics,10286
Electronics,5918
Electronics,15101
Electronics,2040
Books,12589
Books,3874
Electronics,1607
Clothing,10295
Clothing,12648
Clothing,6786
Electronics,4972
Books,6427
Electronics,12768
Electronics,11440
Electronics,10915
Clothing,9935
Electronics,11369
Food,1751
Electronics,2997
Clothing,8034
Electronics,4156
Beauty,3414
Books,4283
Books,11712
Electronics,10892
Health,2402
Electronics,5843
Clothing,6874
Electronics,13124
Food,8764
Food,6063
Electronics,16569
Electronics,14382
Books,21759
Clothing,10220
Food,7587
Clothing,7550
Clothing,14412
Clothing,7527
Electronics,13487
Electronics,17792
Health,14618
Home,7573
Electronics,11007
Books,11797
Electronics,18255
Food,5359
Electronics,22150
Clothing,14906
Food,9852
Food,14112
Home,3450
Electronics,9865
Clothing,13911
Electronics,4195
Electronics,14315
Health,9649
Home,5959
Electronics,10627
Food,17246
Electronics,16558
Books,3180
Food,10386
Clothing,5821
Books,11619
Beauty,8043
Health,2943
Clothing,12617
Home,2518
Electronics,5851
Electronics,2349
Food,3791
Clothing,17478
Books,16658
Clothing,13487
Books,1698
Clothing,12234
Clothing,17646
Books,10118
Clothing,6473
Health,16655
Health,8513
Beauty,4908
Electronics,17517
Health,12014
Electronics,5467
Books,9259
Electronics,15912
Books,6940
Beauty,6601
Health,12866
Health,2333
Electronics,4230
Books,2623
Clothing,20965
Electronics,4511
Health,3913
Electronics,14742
Electronics,14337
Electronics,6219
Clothing,3346
Home,2405
Clothing,6775
Beauty,16636
Food,3376
Clothing,8088
Food,2120
Health,16347
Electronics,15622
Food,15228
Electronics,2342
Electronics,4659
Electronics,15831
Home,6296
Clothing,4650
Electronics,13865
Clothing,8729
Electronics,10736
Food,2748
Food,14140
Electronics,16614
Books,6612
Food,17128
Clothing,9854
Books,15996
Electronics,3199
Electronics,18979
Electronics,14048
Home,8912
Health,6596
Clothing,3486
Food,8971
Health,2016
Books,16837
Clothing,15687
Books,3811
Beauty,8088
Clothing,14537
Beauty,10848
Clothing,6689
Food,5160
Clothing,5831
Food,4342
Electronics,14462
Health,20958
Electronics,16476
Food,3623
Food,7841
Electronics,10455
Health,9952
Beauty,2227
Electronics,6240
Home,11443
Health,13823
Books,13468
Electronics,8019
Books,10328
Electronics,4186
Electronics,12456
Electronics,8334
Clothing,6276
Books,10718
Food,13602
Food,5259
Books,10573
Electronics,3684
Health,8293
Electronics,6177
Books,4395
Food,8197
Electronics,9250
Clothing,10391
Electronics,7937
Electronics,13764
Electronics,9942
Clothing,10853
Clothing,9631
Books,2885
Clothing,3731
Food,8528
Electronics,9434
Electronics,19162
Clothing,13032
Clothing,2593
Books,8281
Books,16134
Food,10092
Clothing,4480
Food,8317
Clothing,12377
Food,16627
Home,4301
Clothing,15260
Beauty,7433
Electronics,8081
Electronics,10970
Electronics,8374
Clothing,5244
Beauty,11828
Food,16944
Electronics,2751
Electronics,11303
Home,15262
Clothing,5151
Food,11017
Electronics,13725
Electronics,11093
Food,16573
Beauty,8070
Electronics,8809
Books,12033
Clothing,5775
Health,3709
Food,13158
Electronics,13224
Electronics,2253
Food,8639
Health,15628
Books,4403
Books,7590
Home,3537
Books,10851
Food,6383
Food,16901
Food,3732
Books,11531
Home,4541
Books,6137
Books,11658
Health,10743
Clothing,12089
Electronics,2588
Electronics,10815
Clothing,14463
Clothing,6090
Clothing,12435
Health,10977
Books,12780
Books,3362
Beauty,2445
Clothing,11049
Beauty,3467
Health,7785
Electronics,16563
Clothing,13525
Clothing,11742
Food,19290
Electronics,14309
Home,3764
Clothing,8398
Clothing,8229
Electronics,9279
Home,8902
Electronics,13826
Health,10526
Books,15868
Clothing,5900
Electronics,10384
Food,6176
Electronics,15492
Electronics,5998
Electronics,21457
Electronics,15326
Electronics,9144
Books,15029
Home,15656
Electronics,4725
Electronics,7248
Clothing,11724
Home,14941
Clothing,8849
Electronics,12498
Home,4235
Books,8627
Books,6299
Electronics,18748
Electronics,8297
Books,4322
Electronics,8626
Beauty,1821
Books,2398
Books,2514
Books,4650
Clothing,5130
Books,16137
Food,1504
Clothing,2227
Clothing,2318
Clothing,5742
Electronics,9765
Electronics,12045
Electronics,6994
Electronics,11576
Clothing,7333
Health,15004
Health,7690
Books,3215
Health,16349
Books,3161
Electronics,4678
Clothing,2537
Clothing,7505
Health,18970
Beauty,12451
Electronics,8271
Home,12535
Electronics,2751
Electronics,14182
Electronics,15859
Electronics,13131
Food,2545
Electronics,15026
Electronics,7957
Books,11350
Electronics,9586
Food,5317
Clothing,15001
Electronics,5636
Clothing,6058
Electronics,17258
Electronics,5815
Food,10068
Clothing,5544
Electronics,2983
Books,5296
Beauty,9002
Electronics,5583
Electronics,8829
Books,18335
Clothing,14864
Books,7380
Home,3018
Health,14488
Electronics,10477
Food,8296
Books,10533
Books,14768
Food,11765
Clothing,9776
Electronics,10977
Beauty,6784
Electronics,3939
Home,5481
Books,11920
Electronics,11601
Books,11083
Electronics,8999
Electronics,2276
Home,2160
Food,4723
Health,3472
Health,15945
Clothing,5504
Health,9341
Electronics,11311
Beauty,6613
Beauty,6767
Clothing,13101
Electronics,7186
Health,12182
Clothing,7513
Books,12777
Electronics,14524
Beauty,3437
Books,7485
Electronics,14057
Books,8633
Electronics,10326
Electronics,11569
Electronics,14049
Home,11761
Health,7973
Electronics,4071
Clothing,8237
Clothing,7093
Electronics,13192
Electronics,12643
Electronics,8174
Electronics,4774
Food,17436
Clothing,3068
Clothing,3298
Food,1994
Clothing,3309
Electronics,7253
Electronics,13305
Books,14222
Clothing,10217
Clothing,12230
Clothing,3129
Electronics,15677
Books,13395
Electronics,9150
Clothing,11385
Books,9933
Clothing,6834
Books,3098
Books,15927
Food,15478
Clothing,13556
Books,12253
Clothing,3706
Clothing,9528
Clothing,18501
Electronics,6498
Health,15098
Books,6979
Clothing,14117
Food,15343
Clothing,16280
Food,6483
Electronics,3532
Clothing,6294
Beauty,5857
Books,11089
Electronics,4734
Health,9297
Books,9864
Electronics,1887
Electronics,6643
Electronics,6663
Clothing,6948
Clothing,20641
Electronics,2762
Clothing,13067
Health,14466
Home,5174
Food,6423
Electronics,6851
Electronics,6906
Clothing,5165
Clothing,4045
Books,3572
Beauty,9067
Electronics,8533
Books,7229
Electronics,16980
Books,12569
Clothing,7572
Home,15195
Clothing,2876
Clothing,12741
Home,4242
Electronics,9100
Clothing,2235
Books,3767
Electronics,8578
Books,4279
Books,6148
Health,12154
Electronics,11556
Electronics,2752
Books,9171
Health,12332
Books,7588
Health,3606
Books,2991
Books,12174
Books,18274
Clothing,6634
Electronics,5900
Books,13273
Food,7239
Food,6346
Clothing,8285
Health,16784
Books,2123
Books,2481
Books,10659
Health,2310
Electronics,17793
Health,12832
Health,9722
Health,15373
Beauty,13001
Home,2285
Clothing,8459
Electronics,5107
Books,6330
Electronics,6399
Books,8712
Food,3511
Electronics,13018
Health,7708
Food,20040
Electronics,13951
Health,2212
Beauty,15166
Food,4412
Health,12008
Clothing,16918
Food,3117
Electronics,2871
Home,3897
Health,3547
Electronics,12482
Clothing,18137
Home,9020
Clothing,9811
Home,12573
Electronics,17798
Clothing,2862
Electronics,3394
Books,11247
Electronics,9925
Food,15217
Health,13657
Food,10473
Clothing,13333
Clothing,6125
Electronics,7475
Food,8477
Electronics,10632
Beauty,7950
Clothing,10582
Electronics,14830
Electronics,5070
Electronics,5878
Electronics,5032
Health,8863
Electronics,1705
Clothing,5546
Clothing,14634
Electronics,2554
Electronics,20796
Electronics,10973
Books,14464
Electronics,14423
Food,2363
Electronics,4177
Electronics,2178
Clothing,8086
Food,2356
Books,11858
Electronics,8678
Books,13469
Food,17592
Food,15509
Electronics,12135
Books,2054
Clothing,15208
Home,17044
Food,9622
Books,9313
Books,10108
Electronics,5621
Clothing,2093
Food,3370
Electronics,20567
Home,9899
Books,12242
Clothing,5639
Electronics,5941
Clothing,2046
Clothing,8589
Clothing,12934
Food,2143
Health,4219
Food,15123
Books,6085
Food,2148
Food,3137
Electronics,4986
Clothing,8716
Beauty,17687
Books,13796
Home,2237
Health,17167
Beauty,12200
Electronics,6732
Health,3480
Health,7193
Books,15455
Beauty,16617
Clothing,6270
Clothing,12902
Electronics,3133
Books,18660
Health,14005
Electronics,4253
Health,6801
Clothing,12423
Food,9483
Home,13289
Health,10643
Electronics,8881
Electronics,11951
Books,4123
Electronics,3848
Clothing,10732
Electronics,10933
Electronics,9333
Books,19330
Beauty,13583
Electronics,2914
Health,7898
Food,12582
Clothing,10208
Books,14272
Clothing,8804
Electronics,14573
Clothing,12454
Food,3908
Clothing,1444
Electronics,11119
Electronics,5234
Health,14582
Electronics,6036
Electronics,10539
Food,1942
Home,12473
Books,13556
Food,6888
Food,12739
Food,13992
Electronics,17657
Electronics,12652
Electronics,9161
Clothing,13778
Books,4242
Books,2841
Books,12178
Books,11783
Clothing,9647
Home,8267
Books,10214
Electronics,5251
Clothing,6483
Electronics,18282
Electronics,10734
Clothing,8918
Books,14321
Clothing,14421
Health,17853
Food,14374
Clothing,4321
Clothing,2329
Clothing,6164
Electronics,11996
Electronics,2713
Home,7204
Electronics,16013
Books,2458
Clothing,16776
Books,11148
Clothing,3606
Clothing,14921
Food,9290
Books,8412
Books,14725
Food,15559
Food,14700
Clothing,5485
Food,5135
Health,6434
Food,2822
Books,6885
Books,3061
Electronics,2738
Books,14718
Electronics,15471
Electronics,14315
Clothing,9031
Electronics,7179
Food,15976
Clothing,11049
Electronics,6077
Food,5732
Clothing,7220
Clothing,6781
Electronics,23422
Food,15506
Food,3257
Books,4014
Beauty,10386
Food,5599
Electronics,8757
Books,4857
Books,9152
Electronics,10044
Clothing,15329
Electronics,18532
Books,12851
Clothing,12959
Electronics,3592
Electronics,3511
Food,6445
Food,12021
Books,10026
Health,10842
Health,14786
Food,9932
Food,8401
Beauty,7650
Health,17400
Home,2736
Books,6245
Books,6250
Clothing,4283
Food,13005
Clothing,4017
Clothing,5676
Books,12051
Books,6945
Books,12631
Electronics,12318
Home,1686
Electronics,9601
Clothing,4408
Clothing,4207
Home,19900
Books,11420
Food,19809
Books,12508
Electronics,13308
Electronics,2537
Clothing,8544
Clothing,4858
Food,7573
Clothing,13354
Clothing,10907
Electronics,15278
Electronics,11734
Clothing,7603
Electronics,19115
Clothing,9822
Books,2369
Clothing,13366
Clothing,5780
Electronics,5356
Books,7268
Clothing,10457
Electronics,16633
Electronics,15681
Electronics,14037
Clothing,3412
Electronics,13484
Food,9257
Food,11901
Electronics,18032
Electronics,10004
Electronics,6385
Electronics,1584
Electronics,12672
Books,11794
Food,8910
Home,2227
Food,3902
Health,4278
Electronics,4602
Home,12599
Books,13378
Food,5901
Clothing,17403
Electronics,13493
Food,14444
Electronics,2636
Electronics,12978
Clothing,5162
Food,3435
Books,9779
Electronics,11942
Books,10396
Beauty,14740
Books,11689
Books,4694
Health,3086
Clothing,2346
Food,6466
Health,3343
Electronics,16053
Clothing,6682
Food,3752
Books,5571
Books,13085
Health,10441
Electronics,15487
Books,9647
Electronics,14052
Health,16704
Electronics,9350
Books,5340
Health,13315
Clothing,19311
Electronics,4722
Clothing,3917
Health,8767
Home,8121
Clothing,8655
Clothing,11473
Food,2552
Books,6399
Electronics,9694
Clothing,5263
Food,7441
Electronics,5517
Electronics,5676
Electronics,9016
Books,16217
Health,3991
Food,10105
Electronics,11426
Electronics,12301
Electronics,7613
Clothing,13465
Clothing,6169
Electronics,7945
Home,3164
Electronics,3423
Electronics,19403
Clothing,6983
Health,11238
Electronics,7444
Electronics,11912
Food,12590
Clothing,5381
Clothing,11989
Clothing,13874
Electronics,1892
Books,6442
Electronics,8538
Clothing,8368
Food,7664
Books,12427
Electronics,9905
Electronics,10615
Food,3366
Food,7218
Clothing,8016
Clothing,10553
Food,13842
Beauty,13863
Electronics,16266
Home,18349
Clothing,1990
Books,7033
Food,3617
Food,16991
Electronics,3373
Books,17732
Books,12000
Electronics,4348
Books,15094
Clothing,17700
Electronics,3461
Health,6611
Health,4938
Clothing,10755
Electronics,2049
Books,11522
Health,5735
Electronics,8978
Food,8820
Clothing,9014
Electronics,19321
Electronics,10146
Electronics,4851
Books,2935
Food,7930
Food,10178
Clothing,3528
Electronics,14234
Clothing,6321
Clothing,15076
Books,7171
Electronics,6723
Clothing,10515
Food,8426
Food,6364
Beauty,3638
Books,18718
Electronics,3102
Food,13619
Books,6959
Electronics,6898
Electronics,2908
Clothing,4721
Food,14187
Health,5428
Food,15119
Electronics,4622
Health,10594
Books,5101
Electronics,16519
Electronics,16397
Health,7460
Clothing,8649
Electronics,2766
Electronics,6987
Health,3161
Food,7459
Electronics,8399
Food,4073
Health,11551
Beauty,12029
Clothing,11919
Clothing,8088
Clothing,17614
Food,4326
Home,9244
Electronics,9293
Clothing,15253
Electronics,13840
Food,15714
Electronics,4632
Clothing,8806
Clothing,11199
Health,20167
Food,4142
Books,5783
Electronics,8227
Electronics,2552
Health,8821
Health,1765
Electronics,8181
Health,7418
Health,2909
Electronics,12405
Clothing,16871
Beauty,18827
Electronics,15473
Electronics,10367
Clothing,3209
Books,1927
Clothing,5604
Books,2202
Books,5347
Electronics,9388
Electronics,13742
Electronics,15912
Home,11276
Home,2135
Clothing,11972
Clothing,14471
Clothing,9694
Electronics,14742
Health,4596
Home,5282
Clothing,3382
Clothing,9069
Electronics,12651
Clothing,2236
Electronics,8953
Electronics,17861
Books,11938
Health,12933
Electronics,18631
Food,12549
Clothing,17251
Books,15878
Food,7053
Beauty,7380
Electronics,13933
Home,16836
Electronics,5448
Books,14770
Books,14962
Home,7606
Books,9104
Health,11073
Books,15575
Electronics,8349
Beauty,3355
Electronics,6966
Electronics,5130
Electronics,8085
Food,5714
Electronics,17401
Electronics,9650
Health,15129
Food,13133
Food,7462
Electronics,6052
Electronics,12495
Clothing,4291
Clothing,16374
Electronics,4766
Electronics,22918
Electronics,7623
